256,8881955
512,8063044
1024,8324304
2048,8227501
4096,7788721
8192,7878671
16384,7759760
32768,7709529
65536,7678436
131072,8050457
262144,8013177
524288,7637472
1048576,7374733
2097152,7501881
4194304,7678624
8388608,7539100
16777216,7498646
256,7990633
512,7929478
1024,7860245
2048,7878560
4096,7894573
8192,7768076
16384,7707973
32768,7761326
65536,7700614
131072,7777531
262144,7768899
524288,7741855
1048576,7835504
2097152,7768623
4194304,7758423
8388608,7684676
16777216,7619534
256,8607136
512,8006088
1024,7790653
2048,7654260
4096,7439562
8192,7704172
16384,7510379
32768,7663656
65536,7746400
131072,7594702
262144,7481180
524288,7449928
1048576,7748817
2097152,7862799
4194304,7817534
8388608,7670293
16777216,7611786
256,7578704
512,7596082
1024,7589057
2048,7867865
4096,7366037
8192,7390632
16384,7445652
32768,7680915
65536,7731829
131072,7600427
262144,7593079
524288,7709496
1048576,7744507
2097152,7768763
4194304,7584003
8388608,7431309
16777216,7423309
256,7508494
512,7719228
1024,7543333
2048,7370925
4096,7605567
8192,7722730
16384,7659587
32768,7557105
65536,7821486
131072,7591293
262144,7660140
524288,7521879
1048576,7788559
2097152,7723865
4194304,7486537
8388608,7321342
16777216,7609895
256,8342497
512,8273561
1024,7711698
2048,7763775
4096,7349637
8192,7464176
16384,7651393
32768,7753966
65536,7632892
131072,7579302
262144,7854787
524288,7730854
1048576,7692706
2097152,7660124
4194304,7436491
8388608,7425417
16777216,7421137
256,7408068
512,7693004
1024,7400529
2048,7390987
4096,7363171
8192,7389420
16384,7389851
32768,7785589
65536,7700021
131072,7748639
262144,7804962
524288,7868565
1048576,7838646
2097152,7722832
4194304,7897373
8388608,7511812
16777216,7363544
256,7890311
512,7470145
1024,7439489
2048,7386593
4096,7523489
8192,7372677
16384,7834715
32768,7788548
65536,7751299
131072,7710080
262144,7750527
524288,7845302
1048576,7755406
2097152,7820680
4194304,7805143
8388608,7374117
16777216,7220212
256,8231973
512,7695670
1024,7433516
2048,7665147
4096,7772664
8192,7582940
16384,7622263
32768,7669440
65536,7562154
131072,7558819
262144,7345424
524288,7330911
1048576,7485846
2097152,7434388
4194304,7505596
8388608,7473932
16777216,7476196
256,8373226
512,8078557
1024,7482571
2048,7549534
4096,7791084
8192,7620449
16384,7679642
32768,7675958
65536,7484516
131072,7411819
262144,7451648
524288,7571049
1048576,7328409
2097152,7547626
4194304,7694085
8388608,7493655
16777216,7538286
256,8186563
512,7714686
1024,7401465
2048,7378549
4096,7360095
8192,7388032
16384,7369252
32768,7443572
65536,7782298
131072,7793247
262144,7793773
524288,7608613
1048576,7569202
2097152,7578026
4194304,7611163
8388608,7605535
16777216,7495578
256,8276243
512,7538356
1024,7462079
2048,7700059
4096,7924831
8192,7870028
16384,7670644
32768,7658781
65536,7479398
131072,7397601
262144,7607349
524288,7564642
1048576,7830630
2097152,7607792
4194304,7549338
8388608,7706851
16777216,7616043
256,7609291
512,7752842
1024,7438641
2048,7409336
4096,7390148
8192,7393317
16384,7499005
32768,7367217
65536,7457421
131072,7785125
262144,7453070
524288,7630782
1048576,7404625
2097152,7785791
4194304,7621846
8388608,7750842
16777216,7461462
256,8300754
512,8166938
1024,7752475
2048,7653527
4096,7652421
8192,7566308
16384,7390559
32768,7568311
65536,7374486
131072,7725158
262144,7722588
524288,7360494
1048576,7594108
2097152,7769733
4194304,7327961
8388608,7699881
16777216,7507122
256,8108030
512,7706453
1024,6601394
2048,456496
4096,364883
8192,272543
16384,237001
32768,230933
65536,228734
131072,215336
262144,215071
524288,221079
1048576,212269
2097152,219515
4194304,233135
8388608,233525
16777216,233704
256,2206632
512,1219048
1024,687409
2048,438111
4096,303137
8192,256025
16384,249480
32768,238487
65536,224604
131072,216242
262144,215901
524288,196601
1048576,201710
2097152,221879
4194304,226556
8388608,226656
16777216,228013
