256,73133661
512,71244290
1024,73007316
2048,70747428
4096,71372803
8192,71615471
16384,71771260
32768,70930774
65536,71241637
131072,71725103
262144,71167760
524288,71599762
1048576,70751570
2097152,71237723
4194304,71361527
8388608,70481925
16777216,70531750
256,70710773
512,70666638
1024,70748345
2048,71344758
4096,71805289
8192,71077700
16384,70973702
32768,71128166
65536,70990705
131072,71778707
262144,71245756
524288,71430085
1048576,71090393
2097152,71662783
4194304,71035637
8388608,70305915
16777216,70657723
256,71918093
512,71068357
1024,71087754
2048,71070193
4096,72402538
8192,72650137
16384,72029493
32768,71685035
65536,72054944
131072,71281466
262144,70829924
524288,71793813
1048576,71068854
2097152,71930676
4194304,71588613
8388608,70778047
16777216,70845558
256,70529449
512,71610567
1024,70761849
2048,70543038
4096,71378800
8192,71810475
16384,72213674
32768,71987433
65536,71951452
131072,72151086
262144,71161006
524288,70813238
1048576,71083182
2097152,72300987
4194304,71928462
8388608,70800599
16777216,69449198
256,71141434
512,70485900
1024,70455340
2048,71579101
4096,71298807
8192,71109626
16384,71241323
32768,71727786
65536,71540217
131072,71862541
262144,71167023
524288,70816667
1048576,70721228
2097152,70815459
4194304,70898946
8388608,71024068
16777216,70365841
256,71616757
512,70879658
1024,71041902
2048,70902285
4096,71083822
8192,72263582
16384,71509673
32768,71048127
